solution,k,persona_id,term,score,count,lift,persona_nome_auto
granular_k10,10,granular_k10_p05,promocao,7.985258942384701,172,3.7093285218093928,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,comprar,7.9446262530173515,403,2.7576441609606754,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,virtual,7.826669388943127,48,6.471204361789446,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,loja fisica,7.819187928440117,61,5.649757604027601,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,americanas,7.817182913485259,32,8.353136242513926,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,pelo site,7.812928693566746,41,7.087509539102725,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,desvantagem,7.807766036306403,33,8.153300447238475,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,cupom,7.797628652773767,35,7.8107247981948404,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,livre,7.7703483371771895,72,5.117026117791748,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,entro,7.762730317219023,53,6.000922710808231,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,frete gratis,7.731751043346684,32,8.127375803527062,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,fisica,7.6762381499832895,79,4.76471229519511,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,clico,7.67244088813356,29,8.542980248025607,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p05,panvel,7.625819985050025,26,9.112512264560648,"canal, loja e consultora + sensível a preço e valor"
granular_k10,10,granular_k10_p06,145,10.149914675770313,126,7.12769352207421,"estética, presente e status + crítica/rejeição explícita"
granular_k10,10,granular_k10_p06,presente,9.833552113132866,348,4.362836145399476,"estética, presente e status + crítica/rejeição explícita"
granular_k10,10,granular_k10_p06,133,9.266654675908141,99,6.479967864033384,"estética, presente e status + crítica/rejeição explícita"
